"Type","Categories","SKU","Name","Published","Visibility in catalog","In stock?","Regular price","Sale price","Attribute 1 name","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 visible","Attribute 2 global","Images","Attribute 1 value(s)","Attribute 2 value(s)","Parent"
"variable","Shirts","SKUF80414","Cotton & Linen Solid Color Shirt",1,"visible",1,14.69,14.69,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/44/5A/8564a0a1-727a-4dc2-8369-0bba345e751a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C7/16/3aed59df-3b99-4089-bcd6-30a715504669.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/80/FF/dab54033-2209-4ac3-9d9a-ee2aef00b67d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/25/73/7390055a-7ba7-4491-bdb9-a752dcc21dfd.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FD/02/14ce142f-cb1b-4b10-846e-2414bd247a44.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2C/ED/60cc46a7-239a-43f5-bf0b-0672a3e2016e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/ED/0B/25ae70f0-0412-4561-b702-c18b3959ad46.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/99/AC/3f013782-b2f4-4534-bb68-4141e7bd1c29.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A8/E1/001583cb-d841-4ff1-af1a-953ae5cebb4d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/45/C7/c9a03d97-5f35-438b-8380-54370dcce14d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3B/BA/86471db0-a437-4b40-9d86-f2daf35304be.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B6/B0/3b9e62d6-08e3-4610-b675-dc3927855d07.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7C/89/fe5810f4-9b19-46b5-ab96-ca265b72f411.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/25/73/7390055a-7ba7-4491-bdb9-a752dcc21dfd.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/15/2C/01f970ec-20d8-46f8-b222-7fa196cb695c.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/ED/0B/25ae70f0-0412-4561-b702-c18b3959ad46.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/95/24/3af5015c-ff37-4d22-81ae-d764015de1ce.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BB/FB/f7a69737-dd2f-416b-9c9f-f55b237a500b.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FB/66/a6ee54a4-c5b0-45d8-98e5-2da25fdeb99f.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/69/0E/d94a7bc4-8d96-48a3-bc71-e57259dd30d6.jpg","White,Apricot,Blue,Army Green,Navy,Black,Brown,Green","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF80414-White","Cotton & Linen Solid Color Shirt-White",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7C/89/fe5810f4-9b19-46b5-ab96-ca265b72f411.jpg","White","","SKUF80414"
"variation","","SKUF80414-Apricot","Cotton & Linen Solid Color Shirt-Apricot",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/25/73/7390055a-7ba7-4491-bdb9-a752dcc21dfd.jpg","Apricot","","SKUF80414"
"variation","","SKUF80414-Blue","Cotton & Linen Solid Color Shirt-Blue",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/15/2C/01f970ec-20d8-46f8-b222-7fa196cb695c.jpg","Blue","","SKUF80414"
"variation","","SKUF80414-Army Green","Cotton & Linen Solid Color Shirt-Army Green",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/ED/0B/25ae70f0-0412-4561-b702-c18b3959ad46.jpg","Army Green","","SKUF80414"
"variation","","SKUF80414-Navy","Cotton & Linen Solid Color Shirt-Navy",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/95/24/3af5015c-ff37-4d22-81ae-d764015de1ce.jpg","Navy","","SKUF80414"
"variation","","SKUF80414-Black","Cotton & Linen Solid Color Shirt-Black",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BB/FB/f7a69737-dd2f-416b-9c9f-f55b237a500b.jpg","Black","","SKUF80414"
"variation","","SKUF80414-Brown","Cotton & Linen Solid Color Shirt-Brown",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FB/66/a6ee54a4-c5b0-45d8-98e5-2da25fdeb99f.jpg","Brown","","SKUF80414"
"variation","","SKUF80414-Green","Cotton & Linen Solid Color Shirt-Green",1,"visible",1,14.69,14.69,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/69/0E/d94a7bc4-8d96-48a3-bc71-e57259dd30d6.jpg","Green","","SKUF80414"
"variable","Pants & Capris","SKUE94621","Solid Color Elastic Waist Casual Pants",1,"visible",1,19.16,19.16,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/05/A9/f908379b-4128-4270-8933-e724653b2a28.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F5/3D/33a2a686-6d8f-4803-818d-91288a125f69.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/66/83/26fe81b6-1cfa-41d1-9870-b4f6a3fbac50.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AC/25/a9d5b4dc-e923-4a7b-9776-56863d2fe576.jpg","Black,Navy","ASIA L,ASIA XL,ASIA XXL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL",""
"variation","","SKUE94621-Black","Solid Color Elastic Waist Casual Pants-Black",1,"visible",1,19.16,19.16,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/66/83/26fe81b6-1cfa-41d1-9870-b4f6a3fbac50.jpg","Black","","SKUE94621"
"variation","","SKUE94621-Navy","Solid Color Elastic Waist Casual Pants-Navy",1,"visible",1,19.16,19.16,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AC/25/a9d5b4dc-e923-4a7b-9776-56863d2fe576.jpg","Navy","","SKUE94621"
"variable","T-Shirts","SKUF67111","100% Cotton Sunrise Print T-Shirts",1,"visible",1,13.65,13.65,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5E/98/3d8ec3d2-1a02-41a9-8702-166fa0acf8b8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/30/EB/48d94956-d254-4907-8828-9c72d8120e66.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/96/B7/7731d4d2-334f-4eb7-8f50-334b68d9e798.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B8/F0/14e5af5c-c24a-4923-b599-b5314dfd4548.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D2/91/62ee9dfc-1892-4233-92a3-58bafdf192f0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9E/C7/105d8ea3-d65d-40f0-99a7-fc0d968fe2ff.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/EF/F6/21f04b63-ef2b-422d-a512-33215af8bdeb.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/26/21/1f3b166d-fd41-4e82-b44c-527edddf7f29.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F0/39/c79d01ea-9f98-48ce-8e46-0ea66fd963dd.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D7/A3/51c6db01-b632-4986-9d16-b7569fea5ac2.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D7/A3/51c6db01-b632-4986-9d16-b7569fea5ac2.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E2/D5/f6df2c20-dc00-4b39-a18e-9a1932ad3d8d.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B5/6C/2767866c-7bd9-484e-b058-8bd240577f9b.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/0F/8E/079858cf-1dd2-4dd8-a35d-86f72760de6d.jpg","Blue,White,Black,Grey","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL",""
"variation","","SKUF67111-Blue","100% Cotton Sunrise Print T-Shirts-Blue",1,"visible",1,13.65,13.65,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D7/A3/51c6db01-b632-4986-9d16-b7569fea5ac2.jpg","Blue","","SKUF67111"
"variation","","SKUF67111-White","100% Cotton Sunrise Print T-Shirts-White",1,"visible",1,13.65,13.65,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E2/D5/f6df2c20-dc00-4b39-a18e-9a1932ad3d8d.jpg","White","","SKUF67111"
"variation","","SKUF67111-Black","100% Cotton Sunrise Print T-Shirts-Black",1,"visible",1,13.65,13.65,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B5/6C/2767866c-7bd9-484e-b058-8bd240577f9b.jpg","Black","","SKUF67111"
"variation","","SKUF67111-Grey","100% Cotton Sunrise Print T-Shirts-Grey",1,"visible",1,13.65,13.65,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/0F/8E/079858cf-1dd2-4dd8-a35d-86f72760de6d.jpg","Grey","","SKUF67111"
"variable","Shirts","SKUD08738","Mens Ethnic Style Flower Shirts",1,"visible",1,16,16,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/86/29/fcc85526-e2c7-43cb-a16f-efc71fdec6d0.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/5D/A4/e0aa0042-0b52-4a0c-b80f-c0fa76c9e11e.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/E0/42/a511a8de-f888-4d1f-b8c3-5e3602fe4a23.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/EC/4B/2c28d89d-686a-48cc-8757-ca47782c7b4b.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/4C/A3/2b8f99a3-35c3-440f-a438-7c97062cf986.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/E8/64/5e85f86f-5d08-462d-815e-eb7cfbeef2fe.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DC/93/ad942384-2e05-400e-847d-0bfe5790b1d9.JPG?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DA/2D/33c4bf0d-3240-457b-92fe-3c16bb1cf3b3.JPG","Black","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUD08738-Black","Mens Ethnic Style Flower Shirts-Black",1,"visible",1,16,16,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/DA/2D/33c4bf0d-3240-457b-92fe-3c16bb1cf3b3.JPG","Black","","SKUD08738"
"variable","Board Shorts","SKUE75063","Casual Stripe Swim Trunks with Lining",1,"visible",1,15.99,15.99,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E8/69/66076d35-53a0-49a4-8945-af72c4d15223.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8E/8A/498abad1-438b-47d3-aecb-993b5e334326.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F7/DA/614b7729-886b-4f99-9237-7f0a66aacece.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5F/A2/1b692d2f-3d21-4736-8b21-4aa36d67589a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DC/BC/7cdb3077-6387-41eb-99dc-3ddc510d0338.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DB/33/636c5cdf-36b6-4f4d-8424-673734d85692.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E3/EE/d0fe51fa-b408-4c5e-bd12-01dfe9758855.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/98/C5/002082b6-b278-420d-8f54-827d2c812940.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/24/06/a58e29d4-e47f-43eb-90a1-e36a3c088709.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D0/1B/04027819-f8d8-43ce-bb57-650a11bde160.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/F5/47/74949f91-aa4c-4938-83f8-6c6062ab2f20.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/98/C5/002082b6-b278-420d-8f54-827d2c812940.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5F/A2/1b692d2f-3d21-4736-8b21-4aa36d67589a.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E8/69/66076d35-53a0-49a4-8945-af72c4d15223.jpg","Blue,Navy,Striped","ASIA 32,ASIA 34,ASIA 36,ASIA 38,ASIA 40,ASIA 42",""
"variation","","SKUE75063-Blue","Casual Stripe Swim Trunks with Lining-Blue",1,"visible",1,15.99,15.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/98/C5/002082b6-b278-420d-8f54-827d2c812940.jpg","Blue","","SKUE75063"
"variation","","SKUE75063-Navy","Casual Stripe Swim Trunks with Lining-Navy",1,"visible",1,15.99,15.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5F/A2/1b692d2f-3d21-4736-8b21-4aa36d67589a.jpg","Navy","","SKUE75063"
"variation","","SKUE75063-Striped","Casual Stripe Swim Trunks with Lining-Striped",1,"visible",1,15.99,15.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E8/69/66076d35-53a0-49a4-8945-af72c4d15223.jpg","Striped","","SKUE75063"
"variable","Shirts","SKUF56627","Corduroy Solid Color Shirts",1,"visible",1,17.93,17.93,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A4/77/6ccb5568-8c1a-4f7c-941e-0c6e9187bbb7.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/28/CB/afb90c8f-301d-4c4d-bc83-5201d4e7957a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/2E/66/bdc20615-02d8-4dc3-8eac-0dcd76e52ca1.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9D/EA/3bc2307a-038a-42d0-bfc9-3e40c3b6ce93.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/57/FB/806d30a7-660e-4f19-88d1-7b44820c22c2.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/41/4B/dcac3fe4-d5b1-4c77-a725-447add3fb070.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9E/48/6aa6cf7a-f0ab-4a08-a5c0-2311102439a6.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/87/D4/4cda4ca9-867f-4a9a-af34-fe5b8d35653f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/FE/A6/8be56a97-b475-4d11-823d-24293fb6a978.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8B/CB/4cfe4ae1-ef74-4710-8fc3-bdf6f0c284e3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/73/A4/89841ca2-c6de-4027-8de1-85c62f646418.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E1/3C/6f0136f0-5afb-4b67-8d17-edb51aa3c1a5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/57/FB/806d30a7-660e-4f19-88d1-7b44820c22c2.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9D/EA/3bc2307a-038a-42d0-bfc9-3e40c3b6ce93.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DB/6F/3104c75d-6122-4710-83d8-4380dbef3421.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/9E/4ae76a70-e673-43f8-a489-b2cdd77dc23d.jpg","Grey,Red,Yellow,Blue","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF56627-Grey","Corduroy Solid Color Shirts-Grey",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/57/FB/806d30a7-660e-4f19-88d1-7b44820c22c2.jpg","Grey","","SKUF56627"
"variation","","SKUF56627-Red","Corduroy Solid Color Shirts-Red",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9D/EA/3bc2307a-038a-42d0-bfc9-3e40c3b6ce93.jpg","Red","","SKUF56627"
"variation","","SKUF56627-Yellow","Corduroy Solid Color Shirts-Yellow",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DB/6F/3104c75d-6122-4710-83d8-4380dbef3421.jpg","Yellow","","SKUF56627"
"variation","","SKUF56627-Blue","Corduroy Solid Color Shirts-Blue",1,"visible",1,17.93,17.93,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/9E/4ae76a70-e673-43f8-a489-b2cdd77dc23d.jpg","Blue","","SKUF56627"
"variable","Shirts","SKUC69808","Flowers Printed Short Sleeve Lapel Shirt",1,"visible",1,18.17,18.17,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/35/DE/f0022364-e062-41d4-ae30-85a9fe49bd84.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/6A/ED/286212e9-0e2f-4f75-93e3-e6b83e548415.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C8/0F/0959284d-4262-4c1e-bd9f-81cfe9dea39d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/28/4B/858c7aaf-c07e-4007-bebc-d25c30d626cf.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/C3/0B/405388fe-4db0-470c-a5af-d652b304c898.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/90/F2/8efb65e2-545a-4d9c-849b-500af8c571fb.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/D4/9A/7e839079-6264-4845-ab57-f42a49a9e638.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/8E/0F/45513a79-e336-4a3d-b78a-c874ce9ea8a9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C8/0F/0959284d-4262-4c1e-bd9f-81cfe9dea39d.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/35/DE/f0022364-e062-41d4-ae30-85a9fe49bd84.jpg","Black,White","ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL",""
"variation","","SKUC69808-Black","Flowers Printed Short Sleeve Lapel Shirt-Black",1,"visible",1,18.17,18.17,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C8/0F/0959284d-4262-4c1e-bd9f-81cfe9dea39d.jpg","Black","","SKUC69808"
"variation","","SKUC69808-White","Flowers Printed Short Sleeve Lapel Shirt-White",1,"visible",1,18.17,18.17,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/35/DE/f0022364-e062-41d4-ae30-85a9fe49bd84.jpg","White","","SKUC69808"
"variable","Hoodies","SKUG15478","Landscape Painting Print Hoodies",1,"visible",1,26.28,26.28,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AC/D3/c182cc74-bc43-4092-9a95-75ca344d86fc.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/E5/02/6858b764-66c8-4915-9b0b-3fc0166ea730.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A7/FA/ca3bd138-d515-4f05-887e-0561b8642173.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CA/27/41277074-406e-4193-b995-53e6c0be1b9b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6B/52/646ec139-d97b-4db7-b6e2-5971f6c71300.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7F/68/e0130da7-7f69-4c77-8fd1-67b110c4a740.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B1/E7/2e599f74-cfd0-42da-902d-5b0b1cd6fea5.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/9C/02/60002ee4-4cdf-4d2a-94f3-8cc3ae65cbb8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/DF/F2/cd0dbca8-0a0b-4887-a9a9-24dfc13659bf.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/13/E6/ecc39251-4a0d-464e-9fae-1aa42ab67777.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5B/B9/e3790a2b-4b8b-47bd-a00b-2b031f452336.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/79/65/2dff108c-4086-4023-8449-17e8c5be0738.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5C/C3/ba27efb1-472d-4c77-aba6-5041d98e5c29.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A3/C1/ffac5417-bd23-4175-ab7d-2a13320a97ee.jpg","Green,Yellow,Blue,Pink","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL,ASIA 7XL",""
"variation","","SKUG15478-Green","Landscape Painting Print Hoodies-Green",1,"visible",1,26.28,26.28,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5B/B9/e3790a2b-4b8b-47bd-a00b-2b031f452336.jpg","Green","","SKUG15478"
"variation","","SKUG15478-Yellow","Landscape Painting Print Hoodies-Yellow",1,"visible",1,26.28,26.28,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/79/65/2dff108c-4086-4023-8449-17e8c5be0738.jpg","Yellow","","SKUG15478"
"variation","","SKUG15478-Blue","Landscape Painting Print Hoodies-Blue",1,"visible",1,26.28,26.28,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5C/C3/ba27efb1-472d-4c77-aba6-5041d98e5c29.jpg","Blue","","SKUG15478"
"variation","","SKUG15478-Pink","Landscape Painting Print Hoodies-Pink",1,"visible",1,26.28,26.28,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A3/C1/ffac5417-bd23-4175-ab7d-2a13320a97ee.jpg","Pink","","SKUG15478"
